locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_03307	CDS	363	yibL			putative protein YibL
MBBINGLK_03308	CDS	159				hypothetical protein
MBBINGLK_03309	CDS	450	sadB			Inner membrane lipoprotein SadB
MBBINGLK_03310	CDS	4752	ehaG		COG5295	Autotransporter adhesin EhaG
MBBINGLK_03311	CDS	1656	lldP		COG1620	L-lactate permease
MBBINGLK_03312	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MBBINGLK_03313	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
MBBINGLK_03314	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MBBINGLK_03315	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
MBBINGLK_03316	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MBBINGLK_03317	CDS	468	secB		COG1952	Protein-export protein SecB
MBBINGLK_03318	CDS	252	grxC		COG0695	Glutaredoxin 3
MBBINGLK_03319	CDS	432	yibN		COG0607	putative protein YibN
MBBINGLK_03320	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MBBINGLK_03321	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
MBBINGLK_03322	CDS	960			COG2861	putative protein
MBBINGLK_03323	CDS	1035	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MBBINGLK_03324	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MBBINGLK_03325	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
MBBINGLK_03326	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
MBBINGLK_03327	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
MBBINGLK_03328	CDS	981	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
MBBINGLK_03329	CDS	1254	rfaL			O-antigen ligase
MBBINGLK_03330	CDS	984	arnC_5	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MBBINGLK_03331	CDS	1029	gspA_1		COG1442	General stress protein A
MBBINGLK_03332	CDS	693	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
MBBINGLK_03333	CDS	996				hypothetical protein
MBBINGLK_03334	CDS	1017				hypothetical protein
MBBINGLK_03335	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
MBBINGLK_03336	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
MBBINGLK_03337	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
MBBINGLK_03338	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MBBINGLK_03339	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MBBINGLK_03340	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MBBINGLK_03341	CDS	168	rpmG		COG0267	50S ribosomal protein L33
MBBINGLK_03342	CDS	237	rpmB		COG0227	50S ribosomal protein L28
MBBINGLK_03343	CDS	669				hypothetical protein
MBBINGLK_03344	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MBBINGLK_03345	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
MBBINGLK_03346	CDS	597	slmA			Nucleoid occlusion factor SlmA
MBBINGLK_03347	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MBBINGLK_03348	CDS	717	rph	2.7.7.56		Ribonuclease PH
MBBINGLK_03349	CDS	864				hypothetical protein
MBBINGLK_03350	CDS	1353	intA_5		COG0582	Prophage integrase IntA
MBBINGLK_03351	CDS	651				hypothetical protein
MBBINGLK_03352	CDS	219				hypothetical protein
MBBINGLK_03353	CDS	432				hypothetical protein
MBBINGLK_03354	CDS	834				hypothetical protein
MBBINGLK_03355	CDS	180				hypothetical protein
MBBINGLK_03356	CDS	1068				hypothetical protein
MBBINGLK_03357	CDS	195				hypothetical protein
MBBINGLK_03358	CDS	264				hypothetical protein
MBBINGLK_03359	CDS	222				hypothetical protein
MBBINGLK_03360	CDS	603				hypothetical protein
MBBINGLK_03361	CDS	2352				hypothetical protein
MBBINGLK_03362	CDS	231				hypothetical protein
MBBINGLK_03363	CDS	738				hypothetical protein
MBBINGLK_03364	CDS	312				hypothetical protein
MBBINGLK_03365	CDS	174				hypothetical protein
MBBINGLK_03366	CDS	1344				hypothetical protein
MBBINGLK_03367	CDS	2118				hypothetical protein
MBBINGLK_03368	CDS	396				hypothetical protein
MBBINGLK_03369	CDS	102				hypothetical protein
MBBINGLK_03370	CDS	483				hypothetical protein
MBBINGLK_03371	CDS	378				hypothetical protein
MBBINGLK_03372	CDS	444				hypothetical protein
MBBINGLK_03373	CDS	288				hypothetical protein
MBBINGLK_03374	CDS	117				hypothetical protein
MBBINGLK_03375	CDS	825				hypothetical protein
MBBINGLK_03376	CDS	618				hypothetical protein
MBBINGLK_03377	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
MBBINGLK_03378	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
MBBINGLK_03379	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
MBBINGLK_03380	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
MBBINGLK_03381	CDS	690	trmH_2	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
MBBINGLK_03382	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MBBINGLK_03383	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
MBBINGLK_03384	CDS	1392	xanP		COG2233	Xanthine permease XanP
MBBINGLK_03385	CDS	1710				hypothetical protein
MBBINGLK_03386	CDS	681				hypothetical protein
MBBINGLK_03387	CDS	933	mak_2	2.7.1.4	COG1940	Fructokinase
MBBINGLK_03388	CDS	861	fbaA_2	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
MBBINGLK_03389	CDS	852	kbaY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
MBBINGLK_03390	CDS	1092	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
MBBINGLK_03391	CDS	315	frwD_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
MBBINGLK_03392	CDS	471	fruA_3		COG1299	PTS system fructose-specific EIIABC component
MBBINGLK_03393	CDS	1554	manR		COG1762	Transcriptional regulator ManR
MBBINGLK_03394	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
MBBINGLK_03395	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
MBBINGLK_03396	tRNA	95				tRNA-SeC(tca)
MBBINGLK_03397	CDS	1038				hypothetical protein
MBBINGLK_03398	CDS	369				hypothetical protein
MBBINGLK_03399	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
MBBINGLK_03400	CDS	819	nlpA		COG1464	Lipoprotein 28
MBBINGLK_03401	CDS	294				hypothetical protein
MBBINGLK_03402	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
MBBINGLK_03403	CDS	453				hypothetical protein
MBBINGLK_03404	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
MBBINGLK_03405	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
MBBINGLK_03406	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
MBBINGLK_03407	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
MBBINGLK_03408	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
MBBINGLK_03409	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
MBBINGLK_03410	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
MBBINGLK_03411	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
MBBINGLK_03412	CDS	1185	emrD			Multidrug resistance protein D
MBBINGLK_03413	CDS	498				hypothetical protein
MBBINGLK_03414	CDS	363	yidG			Inner membrane protein YidG
MBBINGLK_03415	CDS	348	yidH		COG2149	Inner membrane protein YidH
MBBINGLK_03416	CDS	408				hypothetical protein
MBBINGLK_03417	CDS	1065		3.1.6.-		Ulvan-active sulfatase
MBBINGLK_03418	CDS	1716	yidK		COG4146	putative symporter YidK
MBBINGLK_03419	CDS	867	rhaR_2			HTH-type transcriptional activator RhaR
MBBINGLK_03420	CDS	93				hypothetical protein
MBBINGLK_03421	CDS	1662	aspT_2			Aspartate/alanine antiporter
MBBINGLK_03422	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
MBBINGLK_03423	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
MBBINGLK_03424	CDS	264				hypothetical protein
MBBINGLK_03425	CDS	1215				hypothetical protein
MBBINGLK_03426	CDS	1101	cbrA		COG0644	Protein CbrA
MBBINGLK_03427	CDS	1293	dgoT			D-galactonate transporter
MBBINGLK_03428	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MBBINGLK_03429	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MBBINGLK_03430	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MBBINGLK_03431	CDS	690	lutR_1		COG2186	HTH-type transcriptional regulator LutR
MBBINGLK_03432	CDS	657				hypothetical protein
MBBINGLK_03433	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MBBINGLK_03434	CDS	399				hypothetical protein
MBBINGLK_03435	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MBBINGLK_03436	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
MBBINGLK_03437	CDS	1101	dnaN		COG0592	Beta sliding clamp
MBBINGLK_03438	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MBBINGLK_03439	CDS	141	rpmH_1		COG0230	50S ribosomal protein L34
MBBINGLK_03440	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MBBINGLK_03441	CDS	1647	yidC			Membrane protein insertase YidC
MBBINGLK_03442	CDS	1365	mnmE_1	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MBBINGLK_03443	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
MBBINGLK_03444	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
MBBINGLK_03445	CDS	1176	mdtL			Multidrug resistance protein MdtL
MBBINGLK_03446	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
MBBINGLK_03447	CDS	750				hypothetical protein
MBBINGLK_03448	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
MBBINGLK_03449	CDS	1338	adeP		COG2252	Adenine permease AdeP
MBBINGLK_03450	CDS	204	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MBBINGLK_03451	CDS	381	yieH_2	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MBBINGLK_03452	CDS	474	cbrB			Inner membrane protein CbrB
MBBINGLK_03453	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
MBBINGLK_03454	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MBBINGLK_03455	CDS	1617	bglH_4		COG4580	Cryptic outer membrane porin BglH
MBBINGLK_03456	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
MBBINGLK_03457	CDS	1875	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
MBBINGLK_03458	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
MBBINGLK_03459	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
MBBINGLK_03460	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
MBBINGLK_03461	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
MBBINGLK_03462	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
MBBINGLK_03463	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
MBBINGLK_03464	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MBBINGLK_03465	CDS	1371	glmU_3		COG1207	Bifunctional protein GlmU
MBBINGLK_03466	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MBBINGLK_03467	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MBBINGLK_03468	CDS	864	atpG_1		COG0224	ATP synthase gamma chain
MBBINGLK_03469	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
MBBINGLK_03470	CDS	534	atpH		COG0712	ATP synthase subunit delta
MBBINGLK_03471	CDS	471	atpF		COG0711	ATP synthase subunit b
MBBINGLK_03472	CDS	240	atpE		COG0636	ATP synthase subunit c
MBBINGLK_03473	CDS	816	atpB		COG0356	ATP synthase subunit a
MBBINGLK_03474	CDS	384	atpI		COG3312	ATP synthase protein I
MBBINGLK_03475	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MBBINGLK_03476	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MBBINGLK_03477	CDS	444	mioC		COG0716	Protein MioC
MBBINGLK_03478	CDS	459	asnC		COG1522	Regulatory protein AsnC
MBBINGLK_03479	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MBBINGLK_03480	CDS	1452	viaA		COG2425	Protein ViaA
MBBINGLK_03481	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
MBBINGLK_03482	CDS	1869	kup			Low affinity potassium transport system protein kup
MBBINGLK_03483	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MBBINGLK_03484	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MBBINGLK_03485	CDS	966	rbsC_4		COG1172	Ribose import permease protein RbsC
MBBINGLK_03486	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
MBBINGLK_03487	CDS	930	rbsK_2	2.7.1.15	COG0524	Ribokinase
MBBINGLK_03488	CDS	993	rbsR		COG1609	Ribose operon repressor
MBBINGLK_03489	CDS	1428	hsrA			putative transport protein HsrA
MBBINGLK_03490	CDS	693	nanR_2		COG2186	HTH-type transcriptional repressor NanR
MBBINGLK_03491	CDS	555	yrdA_2		COG0663	Protein YrdA
MBBINGLK_03492	CDS	258				hypothetical protein
MBBINGLK_03493	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MBBINGLK_03494	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MBBINGLK_03495	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
MBBINGLK_03496	CDS	474	smg			Protein Smg
MBBINGLK_03497	CDS	1125				hypothetical protein
MBBINGLK_03498	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
MBBINGLK_03499	CDS	948	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MBBINGLK_03500	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MBBINGLK_03501	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
MBBINGLK_03502	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
MBBINGLK_03503	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
MBBINGLK_03504	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
MBBINGLK_03505	CDS	369				hypothetical protein
MBBINGLK_03506	CDS	384	rplQ		COG0203	50S ribosomal protein L17
MBBINGLK_03507	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MBBINGLK_03508	CDS	621	rpsD		COG0522	30S ribosomal protein S4
MBBINGLK_03509	CDS	390	rpsK		COG0100	30S ribosomal protein S11
MBBINGLK_03510	CDS	357	rpsM		COG0099	30S ribosomal protein S13
MBBINGLK_03511	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
MBBINGLK_03512	CDS	1332	secY		COG0201	Protein translocase subunit SecY
MBBINGLK_03513	CDS	435	rplO_1		COG0200	50S ribosomal protein L15
MBBINGLK_03514	CDS	180	rpmD		COG1841	50S ribosomal protein L30
MBBINGLK_03515	CDS	504	rpsE		COG0098	30S ribosomal protein S5
MBBINGLK_03516	CDS	354	rplR		COG0256	50S ribosomal protein L18
MBBINGLK_03517	CDS	534	rplF		COG0097	50S ribosomal protein L6
MBBINGLK_03518	CDS	393	rpsH		COG0096	30S ribosomal protein S8
MBBINGLK_03519	CDS	306	rpsN		COG0199	30S ribosomal protein S14
MBBINGLK_03520	CDS	540	rplE		COG0094	50S ribosomal protein L5
MBBINGLK_03521	CDS	315	rplX		COG0198	50S ribosomal protein L24
MBBINGLK_03522	CDS	372	rplN		COG0093	50S ribosomal protein L14
MBBINGLK_03523	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
MBBINGLK_03524	CDS	192	rpmC		COG0255	50S ribosomal protein L29
MBBINGLK_03525	CDS	411	rplP		COG0197	50S ribosomal protein L16
MBBINGLK_03526	CDS	702	rpsC		COG0092	30S ribosomal protein S3
MBBINGLK_03527	CDS	333	rplV		COG0091	50S ribosomal protein L22
MBBINGLK_03528	CDS	279	rpsS		COG0185	30S ribosomal protein S19
MBBINGLK_03529	CDS	822	rplB		COG0090	50S ribosomal protein L2
MBBINGLK_03530	CDS	303	rplW		COG0089	50S ribosomal protein L23
MBBINGLK_03531	CDS	606	rplD		COG0088	50S ribosomal protein L4
MBBINGLK_03532	CDS	630	rplC		COG0087	50S ribosomal protein L3
MBBINGLK_03533	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
MBBINGLK_03534	CDS	420	gspB			Putative general secretion pathway protein B
MBBINGLK_03535	CDS	1470	gspA_2			Putative general secretion pathway protein A
MBBINGLK_03536	CDS	816	gspC		COG3031	Putative type II secretion system protein C
MBBINGLK_03537	CDS	1953	gspD		COG1450	Putative secretin GspD
MBBINGLK_03538	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
MBBINGLK_03539	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
MBBINGLK_03540	CDS	438	gspG		COG2165	Putative type II secretion system protein G
MBBINGLK_03541	CDS	510	gspH		COG2165	Putative type II secretion system protein H
MBBINGLK_03542	CDS	396	gspI		COG2165	Putative type II secretion system protein I
MBBINGLK_03543	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
MBBINGLK_03544	CDS	984	gspK_2		COG3156	Putative type II secretion system protein K
MBBINGLK_03545	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
MBBINGLK_03546	CDS	462	gspM			Putative type II secretion system protein M
MBBINGLK_03547	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
MBBINGLK_03548	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
MBBINGLK_03549	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
MBBINGLK_03550	CDS	2703	chiA			putative bifunctional chitinase/lysozyme
MBBINGLK_03551	CDS	1185	tuf1			Elongation factor Tu 1
MBBINGLK_03552	CDS	2115	fusA		COG0480	Elongation factor G
MBBINGLK_03553	CDS	471	rpsG		COG0049	30S ribosomal protein S7
MBBINGLK_03554	CDS	375	rpsL		COG0048	30S ribosomal protein S12
MBBINGLK_03555	CDS	288	tusB		COG2168	Protein TusB
MBBINGLK_03556	CDS	360	tusC		COG2923	Protein TusC
MBBINGLK_03557	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
MBBINGLK_03558	CDS	723	dauR		COG2964	Transcriptional regulator DauR
MBBINGLK_03559	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
MBBINGLK_03560	CDS	219	slyX		COG2900	Protein SlyX 
MBBINGLK_03561	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
MBBINGLK_03562	CDS	201				hypothetical protein
MBBINGLK_03563	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
MBBINGLK_03564	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
MBBINGLK_03565	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MBBINGLK_03566	CDS	1023				hypothetical protein
MBBINGLK_03567	CDS	219				hypothetical protein
MBBINGLK_03568	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
MBBINGLK_03569	CDS	405	yhfA		COG1765	Protein YhfA
MBBINGLK_03570	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
MBBINGLK_03571	CDS	2091				hypothetical protein
MBBINGLK_03572	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
MBBINGLK_03573	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
MBBINGLK_03574	CDS	603	fic_2	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
MBBINGLK_03575	CDS	168	yhfG			putative protein YhfG
MBBINGLK_03576	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MBBINGLK_03577	CDS	1182	tsgA		COG0477	Protein TsgA
MBBINGLK_03578	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
MBBINGLK_03579	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
MBBINGLK_03580	CDS	807	nirC		COG2116	Nitrite transporter NirC
MBBINGLK_03581	CDS	1374	cysG		COG0007	Siroheme synthase
MBBINGLK_03582	CDS	168				hypothetical protein
MBBINGLK_03583	CDS	1086	yhfS			putative protein YhfS
MBBINGLK_03584	CDS	1305				hypothetical protein
MBBINGLK_03585	CDS	354				hypothetical protein
MBBINGLK_03586	CDS	879	php_2		COG1735	Phosphotriesterase homology protein
MBBINGLK_03587	CDS	1227	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
MBBINGLK_03588	CDS	1164	yhfX		COG3457	putative protein YhfX
MBBINGLK_03589	CDS	363				hypothetical protein
MBBINGLK_03590	CDS	906				hypothetical protein
MBBINGLK_03591	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MBBINGLK_03592	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MBBINGLK_03593	CDS	678	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MBBINGLK_03594	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
MBBINGLK_03595	CDS	1287	damX		COG3266	Cell division protein DamX
MBBINGLK_03596	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MBBINGLK_03597	CDS	678	aroK	2.7.1.71		Shikimate kinase
MBBINGLK_03598	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
MBBINGLK_03599	CDS	405				hypothetical protein
MBBINGLK_03600	CDS	441				hypothetical protein
MBBINGLK_03601	CDS	540				hypothetical protein
MBBINGLK_03602	CDS	780				hypothetical protein
MBBINGLK_03603	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
MBBINGLK_03604	CDS	561	nudE_1	3.6.1.-	COG0494	ADP compounds hydrolase NudE
MBBINGLK_03605	CDS	2124	yrfF			Putative membrane protein IgaA 
MBBINGLK_03606	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
MBBINGLK_03607	CDS	105	hslR_1		COG1188	Heat shock protein 15
MBBINGLK_03608	CDS	207	hslR_2		COG1188	Heat shock protein 15
MBBINGLK_03609	CDS	879	hslO		COG1281	33 kDa chaperonin
MBBINGLK_03610	CDS	1725				hypothetical protein
MBBINGLK_03611	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MBBINGLK_03612	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
MBBINGLK_03613	CDS	720	ompR_1			Transcriptional regulatory protein OmpR
MBBINGLK_03614	CDS	477	greB		COG0782	Transcription elongation factor GreB
MBBINGLK_03615	CDS	2322	yhgF		COG2183	Protein YhgF
MBBINGLK_03616	CDS	228	feoA		COG1918	Fe(2+) transport protein A
MBBINGLK_03617	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
MBBINGLK_03618	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
MBBINGLK_03619	CDS	894				ISNCY family transposase ISSen7
MBBINGLK_03620	CDS	99				hypothetical protein
MBBINGLK_03621	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
MBBINGLK_03622	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
MBBINGLK_03623	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
MBBINGLK_03624	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
MBBINGLK_03625	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MBBINGLK_03626	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
MBBINGLK_03627	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
MBBINGLK_03628	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
MBBINGLK_03629	CDS	1227	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
MBBINGLK_03630	CDS	1599	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
MBBINGLK_03631	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
MBBINGLK_03632	CDS	831	glpG_2	3.4.21.105	COG0705	Rhomboid protease GlpG
MBBINGLK_03633	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
MBBINGLK_03634	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MBBINGLK_03635	CDS	606				hypothetical protein
MBBINGLK_03636	CDS	768				hypothetical protein
MBBINGLK_03637	CDS	711				hypothetical protein
MBBINGLK_03638	CDS	1122				hypothetical protein
MBBINGLK_03639	CDS	780	ycbF		COG3121	putative fimbrial chaperone YcbF
MBBINGLK_03640	CDS	573	ycbV		COG3539	putative fimbrial-like protein YcbV
